date;tmax;prcp;snow;wspd;wpgt;max_water_temperature;avg_water_level;suspended_solids_concentration;max_flow_rate;swimming;swimming_hardcore;ice_bath;swimming_hardcore_new
2013-09-12;11,9;8,6;0,0;12,6;34,2;14,3;84,0;6,28;120,0;0;0;0;0
2013-09-13;15,1;1,8;0,0;11,5;37,4;13,7;149,0;129,57;185,0;0;0;0;0
2013-09-14;17,8;1,3;0,0;8,3;28,1;13,7;142,0;47,55;182,0;0;0;0;0
2013-09-15;20,3;5,2;0,0;6,8;28,8;13,8;111,0;13,21;125,0;0;0;0;0
2013-09-16;14,5;9,6;0,0;11,9;41,4;14,2;102,0;8,96;92,0;0;0;0;0
2013-09-17;13,1;8,3;0,0;15,8;57,2;13,8;119,0;15,9;134,0;0;0;0;0
2013-09-18;14,7;15,4;0,0;16,9;63,0;13,1;131,0;18,83;147,0;0;0;0;0
2013-09-19;14,5;0,0;0,0;11,2;38,9;12,7;185,0;421,02;287,0;0;0;0;0
2013-09-20;15,3;0,4;0,0;10,8;40,3;12,6;186,0;118,35;262,0;0;0;0;0
2013-09-21;17,8;0,0;0,0;7,6;25,2;12,9;150,0;56,41;200,0;0;0;0;0
2013-09-22;18,9;0,0;0,0;5,4;19,8;12,9;123,0;35,45;140,0;0;0;0;0
2013-09-23;19,7;0,0;0,0;6,5;21,6;13,7;104,0;19,2;98,5;0;0;0;0
2013-09-24;21,3;0,0;0,0;4,7;16,6;13,9;103,0;13,08;94,7;0;0;0;0
2013-09-25;23,5;0,1;0,0;9,4;36,7;14,1;101,0;11,14;94,7;0;0;0;0
2013-09-26;17,5;7,2;0,0;9,0;33,8;14,5;99,0;11,82;98,4;0;0;0;0
2013-09-27;15,8;0,0;0,0;5,8;13,3;13,3;107,0;11,41;121,0;0;0;0;0
2013-09-28;16,4;0,0;0,0;9,0;22,7;13,2;105,0;21,72;110,0;0;0;0;0
2013-09-29;13,3;0,0;0,0;15,1;40,3;13,1;90,0;11,15;80,1;0;0;0;0
2013-09-30;11,1;0,0;0,0;7,9;22,0;12,7;84,0;9,61;68,0;0;0;0;0
2013-10-01;12,1;0,3;0,0;6,8;20,9;11,9;85,0;8,82;67,3;0;0;0;0
2013-10-02;13,7;0,0;0,0;13,3;38,2;12,3;88,0;8,47;72,1;0;0;0;0
2013-10-03;15,0;0,0;0,0;12,6;30,6;12,4;87,0;7,55;70,8;0;0;0;0
2013-10-04;12,9;0,9;0,0;7,6;20,5;12,2;79,0;6,6;64,9;0;0;0;0
2013-10-05;14,8;11,3;0,0;5,4;25,9;12,8;72,0;6,75;55,1;0;0;0;0
2013-10-06;16,5;0,0;0,0;7,6;23,8;12,8;67,0;5,59;45,4;0;0;0;0
2013-10-07;15,8;0,0;0,0;7,9;23,8;12,7;66,0;5,21;45,5;0;0;0;0
2013-10-08;12,5;0,3;0,0;5,4;14,4;12,5;83,0;7,37;68,2;0;0;0;0
2013-10-09;14,0;0,0;0,0;5,8;14,8;12,6;82,0;7,06;68,2;0;0;0;0
2013-10-10;12,2;31,9;0,0;10,8;51,1;12,3;76,0;7,61;66,5;0;0;0;0
2013-10-11;8,0;0,6;0,0;7,6;22,3;10,9;108,0;18,01;119,0;0;0;0;0
2013-10-12;8,3;2,7;0,0;9,4;29,2;9,5;117,0;17,39;126,0;0;0;0;0
2013-10-13;14,7;0,1;0,0;7,9;24,1;10,3;106,0;11,11;101,0;0;0;0;0
2013-10-14;15,6;0,1;0,0;5,4;13,7;10,4;102,0;10,79;90,4;0;0;0;0
2013-10-15;16,5;28,6;0,0;10,4;47,5;11,3;108,0;11,83;111,0;0;0;0;0
2013-10-16;10,0;5,4;0,0;11,5;40,0;11,0;147,0;68,4;204,0;0;0;0;0
2013-10-17;15,5;1,4;0,0;14,0;44,3;10,4;134,0;28,25;166,0;0;0;0;0
2013-10-18;16,0;0,0;0,0;9,7;25,6;10,9;109,0;13,01;115,0;0;0;0;0
2013-10-19;19,6;0,0;0,0;7,6;22,3;11,0;106,0;10,11;98,9;0;0;0;0
2013-10-20;20,9;1,0;0,0;7,2;27,4;11,5;92,0;8,4;85,0;0;0;0;0
2013-10-21;21,2;0,0;0,0;6,1;21,2;11,7;87,0;8,13;72,8;0;0;0;0
2013-10-22;24,1;0,0;0,0;8,3;22,0;11,4;87,0;10,47;96,5;0;0;0;0
2013-10-23;16,4;2,9;0,0;9,0;32,4;11,8;92,0;9,3;88,0;0;0;0;0
2013-10-24;19,3;0,0;0,0;6,8;18,4;11,8;90,0;9,2;76,2;0;0;0;0
2013-10-25;20,4;0,0;0,0;5,0;19,4;11,4;79,0;7,08;68,6;0;0;0;0
2013-10-26;23,6;0,0;0,0;7,6;28,1;11,3;72,0;5,98;52,0;0;0;0;0
2013-10-27;18,9;0,9;0,0;14,4;56,2;11,7;68,0;5,83;46,9;0;0;0;0
2013-10-28;23,2;0,1;0,0;11,5;42,8;12,0;67,0;5,6;46,9;0;0;0;0
2013-10-29;13,1;5,6;0,0;10,8;34,6;11,8;67,0;5,73;48,7;0;0;0;0
2013-10-30;12,2;0,1;0,0;7,2;20,2;10,9;69,0;5,22;52,5;0;0;1;0
2013-10-31;7,3;0,0;0,0;6,5;23,8;10,1;73,0;5,86;63,4;0;0;1;0
2013-11-01;11,5;0,0;0,0;5,4;16,2;9,5;68,0;5,01;49,3;0;0;1;0
2013-11-02;18,0;4,7;0,0;11,5;57,2;9,7;61,0;4,4;42,2;0;0;0;0
2013-11-03;12,7;3,9;0,0;15,8;58,3;9,6;64,0;4,48;53,9;0;0;0;0
2013-11-04;13,7;1,3;0,0;12,6;42,1;9,1;72,0;5,8;52,6;0;0;0;0
2013-11-05;10,0;2,9;0,0;12,6;41,4;9,2;75,0;5,97;57,6;0;0;0;0
2013-11-06;13,1;1,2;0,0;22,7;67,0;9,3;76,0;6,14;59,4;0;0;0;0
2013-11-07;17,6;0,0;0,0;19,8;68,4;9,6;94,0;13,59;86,1;0;0;0;0
2013-11-08;19,3;10,4;0,0;9,7;36,0;9,6;86,0;7,94;81,5;0;0;0;0
2013-11-09;12,2;1,5;0,0;10,8;59,0;9,7;93,0;9,96;86,0;0;0;0;0
2013-11-10;7,5;10,2;0,0;11,5;41,8;9,1;95,0;14,87;86,8;0;0;0;0
2013-11-11;5,8;0,0;0,0;8,3;23,8;8,3;90,0;9,56;79,3;0;0;0;0
2013-11-12;3,9;0,0;0,0;9,0;28,8;7,9;83,0;8,4;69,5;0;0;0;0
2013-11-13;5,3;0,0;0,0;7,2;28,8;7,8;78,0;7,05;58,0;0;0;1;0
2013-11-14;4,1;4,7;0,0;9,7;31,3;7,8;75,0;7,25;56,7;0;0;1;0
2013-11-15;4,1;0,3;0,0;9,7;27,7;7,5;80,0;7,31;60,0;0;0;1;0
2013-11-16;4,9;0,1;0,0;8,6;25,2;7,6;79,0;6,42;60,0;0;0;1;0
2013-11-17;4,3;0,0;0,0;7,2;20,5;7,5;74,0;5,13;54,7;0;0;1;0
2013-11-18;10,2;0,0;0,0;6,8;18,0;7,6;70,0;5,06;48,9;0;0;1;0
2013-11-19;4,0;2,6;0,0;9,4;27,0;7,5;73,0;6,2;56,2;0;0;1;0
2013-11-20;4,3;0,0;0,0;11,9;37,4;7,2;78,0;6,61;62,8;0;0;0;0
2013-11-21;4,7;0,0;0,0;9,0;30,2;7,3;75,0;6,19;54,0;0;0;1;0
2013-11-22;5,3;1,9;0,0;6,5;22,3;7,5;72,0;5,2;54,5;0;0;1;0
2013-11-23;5,5;6,1;0,0;9,4;32,0;7,5;72,0;5,11;52,9;0;0;1;0
2013-11-24;4,7;0,9;0,0;11,5;37,4;7,4;84,0;6,39;72,2;0;0;0;0
2013-11-25;1,1;0,2;0,0;10,4;28,8;6,6;90,0;7,66;74,3;0;0;0;0
2013-11-26;-0,7;0,1;0,0;9,0;25,6;6,0;87,0;5,67;72,5;0;0;0;0
2013-11-27;0,9;0,0;0,0;5,0;18,4;5,9;86,0;4,94;68,9;0;0;0;0
2013-11-28;-0,5;0,8;0,0;6,8;18,4;5,6;80,0;4,76;70,6;0;0;0;0
2013-11-29;3,2;3,5;10,0;11,2;46,8;6,1;74,0;4,5;54,5;0;0;0;0
2013-11-30;4,9;0,0;0,0;9,7;42,5;6,4;69,0;4,53;47,5;0;0;1;0
2013-12-01;5,2;0,0;0,0;5,4;20,2;6,3;61,0;4,16;40,0;0;0;1;0
2013-12-02;4,8;0,0;0,0;11,9;37,8;5,7;57,0;4,02;33,8;0;0;0;0
2013-12-03;4,1;0,0;0,0;5,4;23,4;5,4;62,0;3,96;44,9;0;0;1;0
2013-12-04;3,6;0,1;0,0;8,3;25,9;5,7;74,0;4,59;53,4;0;0;1;0
2013-12-05;5,7;1,5;0,0;16,9;77,8;6,5;76,0;4,88;55,3;0;0;0;0
2013-12-06;5,6;0,8;0,0;28,8;76,0;6,4;71,0;4,5;51,3;0;0;0;0
2013-12-07;4,5;0,0;0,0;20,9;55,8;5,8;69,0;4,14;45,7;0;0;0;0
2013-12-08;6,9;0,0;0,0;11,9;30,6;6,0;71,0;3,96;50,1;0;0;0;0
2013-12-09;7,4;0,2;0,0;12,6;40,7;5,9;59,0;3,66;37,1;0;0;0;0
2013-12-10;9,8;0,0;0,0;7,2;27,7;5,7;59,0;3,87;36,4;0;0;1;0
2013-12-11;4,9;0,0;0,0;6,5;17,3;6,1;63,0;4,05;37,0;0;0;1;0
2013-12-12;4,4;0,0;0,0;6,1;16,6;5,7;69,0;4,42;45,9;0;0;1;0
2013-12-13;2,7;0,0;0,0;4,3;13,0;5,3;73,0;4,99;50,7;0;0;1;0
2013-12-14;7,3;2,3;0,0;10,62;46,4;5,2;73,0;4,94;51,6;0;0;1;0
2013-12-15;5,5;0,0;0,0;5,4;15,8;5,2;59,0;4,06;38,7;0;0;1;0
2013-12-16;11,6;0,0;0,0;4,3;14,4;5,1;55,0;4,17;31,8;0;0;1;0
2013-12-17;9,2;0,0;0,0;5,0;19,1;4,6;54,0;5,09;30,1;0;0;1;0
2013-12-18;4,7;0,0;0,0;4,3;10,8;4,5;56,0;4,8;30,1;0;0;1;0
2013-12-19;6,3;0,0;0,0;5,8;19,1;4,3;50,0;4,65;26,1;0;0;1;0
2013-12-20;5,2;0,8;0,0;8,3;31,0;4,7;47,0;4,02;22,2;0;0;1;0
2013-12-21;8,2;0,0;0,0;4,7;16,2;4,7;48,0;3,44;25,4;0;0;1;0
2013-12-22;12,1;0,0;0,0;9,7;33,8;4,8;54,0;3,77;27,8;0;0;1;0
2013-12-23;12,4;0,0;0,0;11,2;39,2;5,4;55,0;3,55;29,3;0;0;0;0
2013-12-24;15,4;0,0;0,0;10,4;37,1;5,3;49,0;3,46;24,6;0;0;1;0
2013-12-25;16,7;0,0;0,0;11,5;36,0;6,0;49,0;5,43;24,9;0;0;0;0
2013-12-26;6,0;2,8;0,0;13,3;41,0;6,1;47,0;6,46;21,5;0;0;0;0
2013-12-27;7,9;0,0;0,0;9,0;32,4;5,9;48,0;5,86;22,8;0;0;1;0
2013-12-28;8,7;0,5;0,0;6,5;39,2;5,6;47,0;4,44;23,2;0;0;1;0
2013-12-29;6,5;0,0;0,0;12,2;44,6;5,6;45,0;4,15;20,0;0;0;0;0
2013-12-30;5,9;0,0;0,0;6,8;22,0;5,5;47,0;4,07;23,1;0;0;1;0
2013-12-31;3,5;0,0;0,0;5,0;13,3;5,3;49,0;3,91;24,8;0;0;1;0
2014-01-01;7,0;0,0;0,0;5,4;21,6;4,7;47,0;3,67;22,4;0;0;1;0
2014-01-02;8,0;0,0;0,0;7,9;28,8;4,7;44,0;3,68;19,9;0;0;1;0
2014-01-03;10,1;0,0;0,0;8,3;42,5;4,9;45,0;3,76;21,2;0;0;1;0
2014-01-04;9,3;3,9;0,0;9,0;31,3;5,3;48,0;4,31;22,8;0;0;1;0
2014-01-05;5,7;1,6;0,0;11,2;44,3;5,6;46,0;4,22;22,8;0;0;0;0
2014-01-06;11,2;0,0;0,0;6,5;19,4;5,5;46,0;4,06;22,6;0;0;1;0
2014-01-07;16,5;0,2;0,0;8,3;29,5;5,2;51,0;4,32;27,1;0;0;1;0
2014-01-08;14,8;0,0;0,0;8,3;32,0;5,4;54,0;4,58;29,7;0;0;1;0
2014-01-09;14,9;8,3;0,0;9,7;65,9;5,5;63,0;4,92;45,3;0;0;0;0
2014-01-10;7,8;0,0;0,0;13,3;50,0;5,7;69,0;7,07;57,8;0;0;0;0
2014-01-11;8,9;1,3;0,0;7,9;39,2;5,4;66,0;6,07;48,3;0;0;1;0
2014-01-12;6,8;0,0;0,0;6,8;24,8;5,6;55,0;4,06;35,0;0;0;1;0
2014-01-13;9,0;0,3;0,0;4,3;19,8;5,4;50,0;3,86;27,0;0;0;1;0
2014-01-14;3,5;15,9;0,0;6,8;22,7;5,1;55,0;4,46;32,8;0;0;0;0
2014-01-15;4,9;0,0;0,0;8,3;23,4;4,8;60,0;4,29;38,5;0;0;1;0
2014-01-16;9,5;0,0;0,0;6,8;21,6;5,1;58,0;4,41;36,0;0;0;1;0
2014-01-17;5,9;5,9;0,0;7,9;23,8;5,2;57,0;4,72;32,6;0;0;1;0
2014-01-18;3,0;0,0;0,0;7,9;24,8;5,2;61,0;4,88;39,6;0;0;1;0
2014-01-19;2,9;0,0;0,0;4,3;14,8;5,1;56,0;4,14;37,8;0;0;1;0
2014-01-20;3,2;6,9;0,0;11,2;28,1;4,9;53,0;3,71;40,5;0;0;0;0
2014-01-21;3,4;6,3;0,0;9,7;28,8;5,1;72,0;6,44;64,7;0;0;1;0
2014-01-22;6,1;0,0;0,0;6,8;18,4;5,2;83,0;13,07;75,7;0;0;0;0
2014-01-23;6,0;2,7;0,0;9,4;37,8;5,2;67,0;5,73;47,6;0;0;1;0
2014-01-24;4,6;1,3;0,0;11,9;38,2;5,2;64,0;4,6;44,6;0;0;0;0
2014-01-25;2,9;4,0;0,0;9,0;25,6;4,8;59,0;4,32;39,5;0;0;1;0
2014-01-26;2,8;7,1;20,0;17,6;52,2;4,6;50,0;4,2;29,6;0;0;0;0
2014-01-27;3,1;2,1;40,0;9,7;38,5;4,1;50,0;4,74;29,9;0;0;0;0
2014-01-28;3,1;0,0;0,0;6,1;24,1;4,3;51,0;4,62;28,2;0;0;1;0
2014-01-29;0,8;0,0;0,0;11,5;25,9;4,3;51,0;4,86;27,3;0;0;0;0
2014-01-30;-0,4;0,0;0,0;9,0;32,0;4,2;53,0;4,56;29,9;0;0;1;0
2014-01-31;3,4;0,0;0,0;5,8;19,8;4,0;51,0;3,97;28,3;0;0;1;0
2014-02-01;6,3;0,0;0,0;6,1;20,9;4,2;49,0;3,71;25,6;0;0;1;0
2014-02-02;2,6;4,3;0,0;5,0;16,6;4,4;49,0;3,82;26,2;0;0;1;0
2014-02-03;0,6;0,0;0,0;8,3;28,8;4,4;48,0;3,76;24,9;0;0;1;0
2014-02-04;5,0;0,0;0,0;6,8;22,0;4,9;49,0;3,73;26,2;0;0;1;0
2014-02-05;5,7;0,0;0,0;8,3;31,0;4,8;51,0;3,86;27,7;0;0;1;0
2014-02-06;11,7;0,0;0,0;12,6;33,1;5,0;54,0;4,03;31,8;0;0;0;0
2014-02-07;15,3;0,3;0,0;14,4;64,8;4,9;58,0;4,42;33,8;0;0;0;0
2014-02-08;11,7;0,0;0,0;10,8;35,3;5,3;55,0;6,97;30,3;0;0;1;0
2014-02-09;6,7;1,4;0,0;13,7;62,6;5,2;55,0;7,23;29,7;0;0;0;0
2014-02-10;9,4;0,0;0,0;11,2;33,5;4,6;54,0;4,99;32,1;0;0;0;0
2014-02-11;8,0;0,0;0,0;13,0;49,3;4,8;58,0;5,1;37,2;0;0;0;0
2014-02-12;5,8;0,1;0,0;10,4;38,2;4,7;57,0;5,02;34,0;0;0;1;0
2014-02-13;11,0;1,3;0,0;15,5;75,6;4,5;52,0;4,44;28,7;0;0;0;0
2014-02-14;9,2;0,0;0,0;14,4;54,7;4,8;56,0;6,19;32,9;0;0;0;0
2014-02-15;19,4;2,2;0,0;9,0;37,1;5,8;66,0;6,67;66,8;0;0;0;0
2014-02-16;7,0;0,5;0,0;13,7;45,4;5,9;70,0;8,65;42,6;0;0;0;0
2014-02-17;9,5;0,0;0,0;7,6;20,5;5,4;73,0;10,63;53,9;0;0;1;0
2014-02-18;10,4;0,4;0,0;6,1;17,6;5,2;75,0;9,13;49,8;0;0;1;0
2014-02-19;7,8;0,0;0,0;9,7;27,7;5,4;77,0;10,49;56,4;0;0;1;0
2014-02-20;11,8;0,4;0,0;7,6;23,0;5,8;78,0;12,71;56,8;0;0;1;0
2014-02-21;8,1;2,7;0,0;11,5;42,5;5,5;75,0;8,94;48,9;0;0;0;0
2014-02-22;8,2;0,0;0,0;8,3;28,4;5,6;78,0;7,22;51,2;0;0;1;0
2014-02-23;10,1;0,0;0,0;6,8;23,4;5,8;73,0;7,44;45,0;0;0;1;0
2014-02-24;11,5;0,0;0,0;7,6;21,6;5,8;72,0;4,82;44,4;0;0;1;0
2014-02-25;13,0;0,0;0,0;7,2;21,6;5,6;72,0;10,45;47,3;0;0;1;0
2014-02-26;12,8;0,0;0,0;6,5;26,3;5,8;75,0;6,96;48,9;0;0;1;0
2014-02-27;9,2;1,2;0,0;9,4;32,4;6,1;71,0;7,78;42,6;0;0;1;0
2014-02-28;12,1;0,0;0,0;10,4;34,6;6,4;69,0;6,73;41,7;0;0;1;0
2014-03-01;6,8;0,0;0,0;8,3;23,8;6,2;67,0;6,56;42,1;0;0;1;0
2014-03-02;6,5;0,0;0,0;7,2;18,7;6,0;67,0;6,39;40,0;0;0;1;0
2014-03-03;10,2;0,0;0,0;9,0;32,0;6,2;67,0;6,22;39,8;0;0;1;0
2014-03-04;7,8;0,2;0,0;7,9;24,1;6,7;68,0;5,28;46,7;0;0;1;0
2014-03-05;9,4;1,4;0,0;8,3;40,0;6,4;74,0;5,79;50,9;0;0;1;0
2014-03-06;9,6;0,0;0,0;7,6;25,2;6,4;77,0;5,89;55,3;0;0;1;0
2014-03-07;11,5;0,0;0,0;6,5;27,4;6,6;72,0;5,74;44,8;0;0;1;0
2014-03-08;14,0;0,0;0,0;7,9;25,6;6,9;72,0;5,24;46,6;0;0;1;0
2014-03-09;14,9;0,0;0,0;11,2;34,2;7,2;69,0;4,72;41,7;0;0;0;0
2014-03-10;14,0;0,0;0,0;9,4;33,1;7,3;54,0;5,87;41,2;0;0;1;0
2014-03-11;13,5;0,0;0,0;11,2;43,2;7,4;44,0;6,07;19,2;0;0;0;0
2014-03-12;16,5;0,0;0,0;9,7;31,7;6,9;43,0;5,86;19,3;0;0;1;0
2014-03-13;16,4;0,0;0,0;4,7;17,3;7,3;43,0;5,96;18,4;0;0;1;0
2014-03-14;17,9;0,0;0,0;6,5;22,0;7,8;44,0;6,07;18,8;0;0;1;0
2014-03-15;13,5;0,8;0,0;22,0;68,0;7,4;44,0;5,99;18,3;0;0;0;0
2014-03-16;12,5;0,1;0,0;24,5;64,1;6,8;48,0;6,78;22,7;0;0;0;0
2014-03-17;18,8;0,0;0,0;14,8;45,0;7,8;46,0;6,56;20,9;0;0;0;0
2014-03-18;20,3;0,0;0,0;10,4;40,7;8,3;44,0;6,16;20,4;0;0;1;0
2014-03-19;13,7;0,0;0,0;19,8;54,4;8,7;44,0;6,08;21,9;0;0;0;0
2014-03-20;22,0;0,0;0,0;9,7;34,2;8,9;49,0;7,05;23,1;0;0;1;0
2014-03-21;21,7;0,0;0,0;9,4;37,1;8,5;51,0;7,59;26,9;0;0;1;0
2014-03-22;18,6;10,1;0,0;10,8;50,4;9,1;48,0;6,9;24,8;0;0;0;0
2014-03-23;5,3;10,2;0,0;9,7;29,5;8,4;51,0;7,57;27,8;0;0;1;0
2014-03-24;7,7;3,1;0,0;11,5;34,6;6,9;57,0;9,17;34,3;0;0;0;0
2014-03-25;6,5;2,3;0,0;6,8;31,0;6,0;59,0;9,73;36,6;0;0;1;0
2014-03-26;10,9;0,0;0,0;9,7;33,8;7,1;63,0;10,83;42,1;0;0;1;0
2014-03-27;14,8;0,0;0,0;9,7;42,1;7,7;62,0;10,52;42,1;0;0;1;0
2014-03-28;15,7;0,0;0,0;7,9;28,4;8,3;57,0;9,03;30,8;0;0;1;0
2014-03-29;18,5;0,0;0,0;8,3;38,5;8,8;57,0;9,18;31,6;0;0;1;0
2014-03-30;20,4;0,0;0,0;5,8;18,4;9,2;60,0;9,96;36,8;0;0;1;0
2014-03-31;19,1;0,0;0,0;7,6;25,6;9,2;62,0;10,59;43,8;0;0;1;0
2014-04-01;19,1;0,0;0,0;6,5;19,1;9,3;64,0;11,4;42,7;0;0;1;0
2014-04-02;22,0;0,0;0,0;6,8;23,8;10,1;59,0;9,71;39,1;0;0;1;0
2014-04-03;22,3;0,0;0,0;7,2;24,1;10,2;55,0;8,64;31,5;0;0;1;0
2014-04-04;16,8;0,0;0,0;5,8;20,5;10,1;51,0;7,78;27,9;0;0;1;0
2014-04-05;15,9;6,9;0,0;11,5;33,8;9,8;49,0;7,28;23,8;0;0;0;0
2014-04-06;17,4;0,0;0,0;7,9;22,7;9,8;55,0;8,79;36,9;0;0;1;0
2014-04-07;21,6;0,4;0,0;8,3;28,8;10,6;56,0;9,15;35,6;0;0;1;0
2014-04-08;16,4;3,2;0,0;14,4;54,4;10,8;56,0;8,97;31,3;0;0;0;0
2014-04-09;12,9;0,9;0,0;15,1;40,3;9,8;54,0;8,64;30,4;0;0;0;0
2014-04-10;11,1;1,6;0,0;8,6;38,5;9,8;54,0;8,51;33,6;0;0;1;0
2014-04-11;15,6;0,0;0,0;7,9;29,9;9,8;56,0;8,99;33,2;0;0;1;0
2014-04-12;18,9;0,1;0,0;7,2;23,4;10,6;49,0;7,47;25,3;0;0;1;0
2014-04-13;17,2;0,0;0,0;11,2;38,2;11,1;54,0;8,72;39,1;0;0;0;0
2014-04-14;13,3;0,1;0,0;18,4;72,0;10,7;57,0;9,35;34,8;0;0;0;0
2014-04-15;5,9;0,2;0,0;14,8;43,2;9,5;59,0;9,9;39,1;0;0;0;0
2014-04-16;9,7;0,2;0,0;7,2;22,7;8,4;63,0;11,15;41,2;0;0;1;0
2014-04-17;13,9;0,0;0,0;9,7;34,9;9,2;63,0;11,1;45,2;0;0;1;0
2014-04-18;11,2;7,9;0,0;10,8;45,7;9,1;61,0;10,64;35,6;0;0;1;0
2014-04-19;14,4;0,2;0,0;10,4;35,3;8,3;65,0;11,92;41,1;0;0;1;0
2014-04-20;15,8;0,0;0,0;12,6;37,1;9,2;65,0;11,75;40,0;0;0;0;0
2014-04-21;16,9;5,1;0,0;6,5;36,0;10,2;65,0;11,75;57,2;0;0;1;0
2014-04-22;19,3;0,0;0,0;6,5;25,2;10,1;81,0;17,9;67,7;0;0;0;0
2014-04-23;20,7;0,0;0,0;7,2;27,0;11,7;81,0;17,96;66,8;0;0;0;0
2014-04-24;21,7;0,0;0,0;8,6;29,9;11,8;82,0;18,29;73,0;0;0;0;0
2014-04-25;22,1;0,0;0,0;9,7;33,8;12,3;70,0;13,57;49,1;0;0;0;0
2014-04-26;20,5;2,4;0,0;9,0;23,4;12,4;70,0;13,48;49,7;0;0;0;0
2014-04-27;13,6;8,1;0,0;12,2;42,5;12,2;61,0;10,65;37,0;0;0;0;0
2014-04-28;13,4;0,2;0,0;8,3;19,4;10,5;64,0;11,51;43,7;0;0;1;0
2014-04-29;15,9;0,5;0,0;9,0;31,3;10,6;69,0;13,28;60,0;0;0;1;0
2014-04-30;19,8;0,0;0,0;11,9;42,5;12,1;78,0;16,66;62,5;0;0;0;0
2014-05-01;19,4;9,3;0,0;9,7;37,4;11,9;85,0;19,48;70,7;0;0;0;0
2014-05-02;16,0;2,2;0,0;7,9;30,6;11,5;82,0;21,17;66,1;0;0;0;0
2014-05-03;8,1;1,3;0,0;10,8;29,5;11,2;117,0;141,97;162,0;0;0;0;0
2014-05-04;12,8;0,0;0,0;6,8;20,9;9,6;127,0;41,35;148,0;0;0;0;0
2014-05-05;17,8;0,0;0,0;6,8;23,8;11,1;102,0;13,78;99,9;0;0;0;0
2014-05-06;23,5;1,5;0,0;9,7;39,6;12,1;94,0;10,45;85,2;0;0;0;0
2014-05-07;15,6;11,9;0,0;11,5;43,2;11,5;92,0;9,73;82,0;0;0;0;0
2014-05-08;19,9;4,1;0,0;12,2;38,2;11,1;98,0;9,96;85,3;0;0;0;0
2014-05-09;20,1;1,8;0,0;18,7;54,0;12,2;91,0;8,73;88,1;0;0;0;0
2014-05-10;21,5;3,8;0,0;11,2;41,0;12,8;84,0;6,99;79,6;0;0;0;0
2014-05-11;17,4;0,3;0,0;19,1;78,1;12,5;79,0;6,41;62,3;0;0;0;0
2014-05-12;13,2;3,0;0,0;16,9;58,3;11,4;81,0;6,88;65,0;0;0;0;0
2014-05-13;12,6;8,6;0,0;12,2;47,2;11,3;86,0;7,2;75,0;0;0;0;0
2014-05-14;13,1;0,2;0,0;13,3;51,8;11,0;92,0;10,0;97,2;0;0;0;0
2014-05-15;12,8;0,8;0,0;10,4;30,6;10,3;103,0;25,62;97,7;0;0;0;0
2014-05-16;14,0;5,9;0,0;11,9;34,6;10,0;109,0;17,8;104,0;0;0;0;0
2014-05-17;14,9;0,8;0,0;7,6;22,0;10,0;103,0;11,57;94,5;0;0;0;0
2014-05-18;19,4;0,0;0,0;9,4;36,7;11,7;98,0;10,32;89,4;0;0;0;0
2014-05-19;24,0;0,0;0,0;8,6;33,5;12,5;93,0;8,29;80,4;0;0;0;0
2014-05-20;25,7;0,0;0,0;7,9;36,28;13,3;97,0;8,11;85,7;0;0;0;0
2014-05-21;28,3;0,0;0,0;10,4;37,8;14,3;96,0;7,8;84,7;0;0;0;0
2014-05-22;30,8;0,0;0,0;12,2;47,9;14,5;91,0;7,42;76,0;0;0;0;0
2014-05-23;17,6;0,4;0,0;9,7;46,1;13,9;81,0;6,92;70,9;0;0;0;0
2014-05-24;20,6;0,0;0,0;11,2;42,1;12,9;77,0;6,49;59,9;0;0;0;0
2014-05-25;24,3;0,0;0,0;12,6;41,4;14,1;70,0;6,16;50,6;0;0;0;0
2014-05-26;22,4;1,1;0,0;9,0;40,3;14,0;69,0;5,5;56,1;0;0;0;0
2014-05-27;15,5;5,7;0,0;13,3;37,8;13,3;78,0;6,44;66,5;0;0;0;0
2014-05-28;16,5;1,0;0,0;14,8;41,0;12,3;86,0;7,43;71,0;0;0;0;0
2014-05-29;17,1;9,8;0,0;9,7;34,9;12,4;80,0;6,73;65,9;0;0;0;0
2014-05-30;11,7;0,0;0,0;8,6;23,8;12,3;86,0;6,78;81,5;0;0;0;0
2014-05-31;19,5;0,0;0,0;6,5;31,7;12,5;94,0;11,04;83,5;0;0;0;0
2014-06-01;20,6;0,0;0,0;7,9;24,8;12,6;79,0;7,43;63,4;0;0;0;0
2014-06-02;20,9;4,5;0,0;6,8;32,0;13,5;72,0;7,17;52,6;0;0;0;0
2014-06-03;21,6;0,2;0,0;7,6;41,4;14,2;77,0;6,05;62,8;0;0;0;0
2014-06-04;23,0;9,2;0,0;7,9;32,0;14,5;76,0;5,9;57,7;0;0;0;0
2014-06-05;19,4;0,0;0,0;9,0;25,6;14,3;67,0;4,44;51,7;0;0;0;0
2014-06-06;26,5;0,0;0,0;8,3;25,2;15,4;59,0;5,28;40,0;0;1;0;1
2014-06-07;29,5;0,0;0,0;7,6;25,2;16,3;60,0;6,07;41,8;0;1;0;1
2014-06-08;32,1;0,0;0,0;7,6;23,4;17,3;56,0;10,21;34,0;0;1;0;1
2014-06-09;33,9;0,0;0,0;6,8;24,8;17,5;54,0;12,67;32,8;0;1;0;1
2014-06-10;33,4;0,0;0,0;7,6;27,0;18,3;54,0;7,75;32,0;1;1;0;0
